,Unnamed: 0,ISBN,Image,Link,Name,Genre,Book-Title,Book-Author,Year-Of-Publication,Publisher_y,Image-URL-S,Image-URL-M,Image-URL-L
975,975,446692816,0446692816.jpg,http://ecx.images-amazon.com/images/I/51MWAsKLU6L.jpg,The Vice Guide to Sex and Drugs and Rock and Roll,Humor & Entertainment,The Vice Guide to Sex and Drugs and Rock and Roll,Gavin McInnes,2003,Warner Books,http://images.amazon.com/images/P/0446692816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446692816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446692816.01.LZZZZZZZ.jpg
976,976,894801996,0894801996.jpg,http://ecx.images-amazon.com/images/I/513GQASA16L.jpg,Chocolate: The Consuming Passion,Humor & Entertainment,Chocolate: The Consuming Passion,Sandra Boynton,1982,Workman Publishing,http://images.amazon.com/images/P/0894801996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894801996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894801996.01.LZZZZZZZ.jpg
977,977,679743111,0679743111.jpg,http://ecx.images-amazon.com/images/I/51YDxy%2BK6HL.jpg,Penn and Teller's How to Play with Your Food,Humor & Entertainment,Penn and Teller's How to Play with Your Food,Penn Jillette,1992,Random House Inc,http://images.amazon.com/images/P/0679743111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679743111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679743111.01.LZZZZZZZ.jpg
978,978,898152003,0898152003.jpg,http://ecx.images-amazon.com/images/I/51ZIIIV9p6L.jpg,The Original Road Kill Cookbook,Humor & Entertainment,The Original Road Kill Cookbook (Roadkill),Buck Peterson,1987,Ten Speed Press,http://images.amazon.com/images/P/0898152003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0898152003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0898152003.01.LZZZZZZZ.jpg
979,979,895779773,0895779773.jpg,http://ecx.images-amazon.com/images/I/51qdqlj8syL.jpg,"Laughter the Best Medicine: A Laugh-Out-Loud Collection of our Funniest Jokes, Quotes, Stories & Cartoons(Reader's Digest)",Humor & Entertainment,"Laughter, the Best Medicine: Jokes, Gags, and Laugh Lines from America's Most Popular Magazine (Reader's Digest)",Readers Digest,1997,Readers Digest,http://images.amazon.com/images/P/0895779773.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0895779773.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0895779773.01.LZZZZZZZ.jpg
980,980,671524313,0671524313.jpg,http://ecx.images-amazon.com/images/I/51XR7aiBaSL.jpg,The Girlfriends' Guide to Pregnancy: Or everything your doctor won't tell you,Humor & Entertainment,The Girlfriends' Guide to Pregnancy,Vicki Iovine,1995,Pocket,http://images.amazon.com/images/P/0671524313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671524313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671524313.01.LZZZZZZZ.jpg
981,981,089281781X,089281781X.jpg,http://ecx.images-amazon.com/images/I/51iivYlhWhL.jpg,"Gesundheit!: Bringing Good Health to You, the Medical System, and Society through Physician Service, Complementary Therapies, Humor, and Joy",Humor & Entertainment,"Gesundheit!: Bringing Good Health to You, the Medical System, and Society Through Physician Service, Complementary Therapies, Humor, and Joy",Patch Adams,1998,Healing Arts Press,http://images.amazon.com/images/P/089281781X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089281781X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089281781X.01.LZZZZZZZ.jpg
982,982,595094724,0595094724.jpg,http://ecx.images-amazon.com/images/I/41QqW-DXuhL.jpg,How to Good-bye Depression: If You Constrict Anus 100 Times Everyday. Malarkey? or Effective Way?,Humor & Entertainment,How to Good-Bye Depression: If You Constrict Anus 100 Times Everyday. Malarkey? or Effective Way?,Hiroyuki Nishigaki,2000,Writer's Showcase Press,http://images.amazon.com/images/P/0595094724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0595094724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0595094724.01.LZZZZZZZ.jpg
983,983,679430695,0679430695.jpg,http://ecx.images-amazon.com/images/I/51eyv8BeTmL.jpg,The New Yorker Book of Doctor Cartoons,Humor & Entertainment,The New Yorker Book of Doctor Cartoons and Psychiatrist,New Yorker Magazine,1993,Alfred A. Knopf,http://images.amazon.com/images/P/0679430695.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679430695.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679430695.01.LZZZZZZZ.jpg
984,984,60970790,0060970790.jpg,http://ecx.images-amazon.com/images/I/51E98B397KL.jpg,The Man Who Mistook his Wife for a Hat and other Clinical Tales,Humor & Entertainment,The Man Who Mistook His Wife for a Hat: And Other Clinical Tales,Oliver Sacks,1987,Harpercollins,http://images.amazon.com/images/P/0060970790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060970790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060970790.01.LZZZZZZZ.jpg
985,985,60161701,0060161701.jpg,http://ecx.images-amazon.com/images/I/41sN3RxEYEL.jpg,"I Want to Grow Hair, I Want to Grow Up, I Want to Go to Boise: Children Surviving Cancer",Humor & Entertainment,"I Want to Grow Hair, I Want to Grow Up, I Want to Go to Boise: Children Surviving Cancer",Erma Bombeck,1989,Harpercollins,http://images.amazon.com/images/P/0060161701.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060161701.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060161701.01.LZZZZZZZ.jpg
986,986,089815197X,089815197X.jpg,http://ecx.images-amazon.com/images/I/51EDK6KTTQL.jpg,Kill as Few Patients as Possible: And 56 Other Essays on How to Be the World's Best Doctor,Humor & Entertainment,Kill As Few Patients As Possible,Oscar London,1987,Ten Speed Press,http://images.amazon.com/images/P/089815197X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089815197X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089815197X.01.LZZZZZZZ.jpg
987,987,60183837,0060183837.jpg,http://ecx.images-amazon.com/images/I/21lhnniww0L.jpg,Don't Count the Candles: Just Keep the Fire Lit!,Humor & Entertainment,Don't Count the Candles: Just Keep the Fire Lit!,Joan Rivers,1999,Harpercollins,http://images.amazon.com/images/P/0060183837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060183837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060183837.01.LZZZZZZZ.jpg
988,988,1592850790,1592850790.jpg,http://ecx.images-amazon.com/images/I/51q3BixEevL.jpg,Little Book of Big Emotions: How Five Feelings Affect Everything You Do (and Don't Do),Humor & Entertainment,Little Book of Big Emotions: The Five Feelings That Affect Everything You Do and Don't Do,Erika Hunter,2004,Hazelden Publishing &amp, Educational Services,http://images.amazon.com/images/P/1592850790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1592850790.01.MZZZZZZZ.jpg
989,989,316776963,0316776963.jpg,http://ecx.images-amazon.com/images/I/41ge7%2BYdIYL.jpg,Me Talk Pretty One Day,Humor & Entertainment,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,http://images.amazon.com/images/P/0316776963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.LZZZZZZZ.jpg
990,990,316925284,0316925284.jpg,http://ecx.images-amazon.com/images/I/51P8MZzESJL.jpg,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,Humor & Entertainment,A Supposedly Fun Thing I'll Never Do Again : Essays and Arguments Tag: Author of Infinite Jest,David Foster Wallace,1998,Back Bay Books,http://images.amazon.com/images/P/0316925284.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316925284.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316925284.01.LZZZZZZZ.jpg
991,991,380727501,0380727501.jpg,http://ecx.images-amazon.com/images/I/41PjopXwYML.jpg,Notes from a Small Island,Humor & Entertainment,Notes from a Small Island,Bill Bryson,1997,Perennial,http://images.amazon.com/images/P/0380727501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380727501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380727501.01.LZZZZZZZ.jpg
992,992,380713802,0380713802.jpg,http://ecx.images-amazon.com/images/I/517XhCsAbwL.jpg,Neither Here nor There: Travels in Europe,Humor & Entertainment,Neither Here nor There: Travels in Europe,Bill Bryson,1999,Perennial,http://images.amazon.com/images/P/0380713802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380713802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380713802.01.LZZZZZZZ.jpg
993,993,380715430,0380715430.jpg,http://ecx.images-amazon.com/images/I/51f6XcWgi9L.jpg,The Mother Tongue - English And How It Got That Way,Humor & Entertainment,The Mother Tongue,Bill Bryson,1991,Perennial,http://images.amazon.com/images/P/0380715430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380715430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380715430.01.LZZZZZZZ.jpg
994,994,316777730,0316777730.jpg,http://ecx.images-amazon.com/images/I/41HD6LaXBhL.jpg,Naked,Humor & Entertainment,Naked,David Sedaris,1998,Back Bay Books,http://images.amazon.com/images/P/0316777730.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316777730.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316777730.01.LZZZZZZZ.jpg
995,995,60920084,0060920084.jpg,http://ecx.images-amazon.com/images/I/51DKf7ZIUXL.jpg,The Lost Continent: Travels in Small-Town America,Humor & Entertainment,The Lost Continent: Travels in Small-Town America,Bill Bryson,1990,Perennial,http://images.amazon.com/images/P/0060920084.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060920084.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060920084.01.LZZZZZZZ.jpg
996,996,380713810,0380713810.jpg,http://ecx.images-amazon.com/images/I/51sgc-rov-L.jpg,Made in America: An Informal History of the English Language in the United States,Humor & Entertainment,Made in America,Bill Bryson,1996,Perennial,http://images.amazon.com/images/P/0380713810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380713810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380713810.01.LZZZZZZZ.jpg
997,997,811825558,0811825558.jpg,http://ecx.images-amazon.com/images/I/4141mpVQEaL.jpg,The Worst-Case Scenario Survival Handbook,Humor & Entertainment,The Worst-Case Scenario Survival Handbook,Joshua Piven,1999,Chronicle Books,http://images.amazon.com/images/P/0811825558.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811825558.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811825558.01.LZZZZZZZ.jpg
998,998,805000313,0805000313.jpg,http://ecx.images-amazon.com/images/I/51NpneSAOoL.jpg,Never Sniff A Gift Fish,Humor & Entertainment,Never Sniff a Gift Fish,Patrick J. McManus,1989,Owl Books (NY),http://images.amazon.com/images/P/0805000313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805000313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805000313.01.LZZZZZZZ.jpg
999,999,736911766,0736911766.jpg,http://ecx.images-amazon.com/images/I/51WT86WA20L.jpg,A Tackle Box of Fishing Funnies,Humor & Entertainment,A Tackle Box of Fishing Funnies,Bob Phillips,2003,Harvest House Publishers,http://images.amazon.com/images/P/0736911766.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0736911766.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0736911766.01.LZZZZZZZ.jpg
1000,1000,806512628,0806512628.jpg,http://ecx.images-amazon.com/images/I/51EhgxurDsL.jpg,This Fish Is Loaded! The Book of Surreal and Bizarre Humour,Humor & Entertainment,This Fish Is Loaded! The Book of Surreal and Bizarre Humour,Richard Glyn Jones,1991,Carol Publishing Corporation,http://images.amazon.com/images/P/0806512628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806512628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806512628.01.LZZZZZZZ.jpg
1001,1001,787228478,0787228478.jpg,http://ecx.images-amazon.com/images/I/414IrQ0juOL.jpg,Health Healing and Amuse System,Humor & Entertainment,Health Healing and Amuse System,Paul McGhee,1996,Kendall/Hunt Publishing Company,http://images.amazon.com/images/P/0787228478.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0787228478.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0787228478.01.LZZZZZZZ.jpg
1002,1002,871313073,0871313073.jpg,http://ecx.images-amazon.com/images/I/51e%2BMht3ogL.jpg,The Natural Superiority of the Left-Hander,Humor & Entertainment,The Natural Superiority of the Left-Hander,James T. De Kay,1979,M. Evans and Company,http://images.amazon.com/images/P/0871313073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871313073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871313073.01.LZZZZZZZ.jpg
1003,1003,316713597,0316713597.jpg,http://ecx.images-amazon.com/images/I/51CxafK--iL.jpg,"Flawed Dogs: The Year End Leftovers at the Piddleton ""Last Chance"" Dog Pound",Humor & Entertainment,"Flawed Dogs: The Year End Leftovers at the Piddleton \""Last Chance\"" Dog Pound",Berkeley Breathed,2003,"Little, Brown",http://images.amazon.com/images/P/0316713597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316713597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316713597.01.LZZZZZZZ.jpg
1004,1004,517545160,0517545160.jpg,http://ecx.images-amazon.com/images/I/51vLP99ua4L.jpg,101 Uses for a Dead Cat,Humor & Entertainment,101 Uses for a Dead Cat,SIMON BOND,1988,Three Rivers Press,http://images.amazon.com/images/P/0517545160.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517545160.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517545160.01.LZZZZZZZ.jpg
1005,1005,688163513,0688163513.jpg,http://ecx.images-amazon.com/images/I/513RF%2BglbmL.jpg,Jewish Humor: What the Best Jewish Jokes Say About the Jews,Humor & Entertainment,Jewish Humor : What the Best Jewish Jokes Say About the Jews,Joseph Telushkin,1998,Perennial Currents,http://images.amazon.com/images/P/0688163513.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688163513.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688163513.01.LZZZZZZZ.jpg
1006,1006,380798492,0380798492.jpg,http://ecx.images-amazon.com/images/I/51HPl0F4TPL.jpg,The Greatest Joke Book Ever,Humor & Entertainment,The Greatest Joke Book Ever,Mel Greene,1999,Perennial Currents,http://images.amazon.com/images/P/0380798492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380798492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380798492.01.LZZZZZZZ.jpg
1007,1007,345320611,0345320611.jpg,http://ecx.images-amazon.com/images/I/61PYEPB4RXL.jpg,Garfield:  His 9 Lives,Humor & Entertainment,Garfield: His 9 Lives,Jim Davis,1984,Ballantine Books,http://images.amazon.com/images/P/0345320611.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345320611.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345320611.01.LZZZZZZZ.jpg
1008,1008,345321065,0345321065.jpg,http://ecx.images-amazon.com/images/I/5183YoIO6lL.jpg,Garfield Treasury,Humor & Entertainment,The Garfield Treasury,Jim Davis,1982,Ballantine Books,http://images.amazon.com/images/P/0345321065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345321065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345321065.01.LZZZZZZZ.jpg
1009,1009,517587165,0517587165.jpg,http://ecx.images-amazon.com/images/I/51D0%2BaaayYL.jpg,"Milton Berle's Private Joke File: Over 10,000 of His Best Gags, Anecdotes, and One-Liners",Humor & Entertainment,"Milton Berle's Private Joke File : Over 10,000 of His Best Gags, Anecdotes, and One-Liners",MILTON BERLE,1992,Three Rivers Press,http://images.amazon.com/images/P/0517587165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517587165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517587165.01.LZZZZZZZ.jpg
1010,1010,385334141,0385334141.jpg,http://ecx.images-amazon.com/images/I/41rtmb0ZIEL.jpg,Mother Night: A Novel,Humor & Entertainment,Mother Night,KURT VONNEGUT,1999,Delta,http://images.amazon.com/images/P/0385334141.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385334141.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385334141.01.LZZZZZZZ.jpg
1011,1011,679430687,0679430687.jpg,http://ecx.images-amazon.com/images/I/51ZnZo43DHL.jpg,The New Yorker Book of Lawyer Cartoons,Humor & Entertainment,The New Yorker Book of Lawyer Cartoons,New Yorker Magazine,1993,Knopf,http://images.amazon.com/images/P/0679430687.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679430687.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679430687.01.LZZZZZZZ.jpg
1012,1012,375825797,0375825797.jpg,http://ecx.images-amazon.com/images/I/41B55K2Q13L.jpg,The Gatehouse Mystery,Humor & Entertainment,The Gatehouse Mystery (Trixie Belden),Julie Campbell,2003,Random House Books for Young Readers,http://images.amazon.com/images/P/0375825797.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375825797.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375825797.01.LZZZZZZZ.jpg
1013,1013,1563524317,1563524317.jpg,http://ecx.images-amazon.com/images/I/513TGPB7VEL.jpg,Down on Ponce,Humor & Entertainment,Down on Ponce: A Novel,Fred Willard,1997,Longstreet Press,http://images.amazon.com/images/P/1563524317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563524317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563524317.01.LZZZZZZZ.jpg
1014,1014,1888960191,1888960191.jpg,http://ecx.images-amazon.com/images/I/61CPwRHNgnL.jpg,The Young Lawyer's Jungle Book: A Survival Guide,Humor & Entertainment,The Young Lawyer's Jungle Book: A Survival Guide,Thane Josef Messinger,1999,Fine Print Press,http://images.amazon.com/images/P/1888960191.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1888960191.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1888960191.01.LZZZZZZZ.jpg
1015,1015,922915776,0922915776.jpg,http://ecx.images-amazon.com/images/I/519dTLPLtqL.jpg,Shit Magnet: One Man's Miraculous Ability to Absorb the World's Guilt,Humor & Entertainment,Shit Magnet: One Man's Miraculous Ability to Absorb the World's Guilt,Jim Goad,2002,Feral House,http://images.amazon.com/images/P/0922915776.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0922915776.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0922915776.01.LZZZZZZZ.jpg
1016,1016,446520756,0446520756.jpg,http://ecx.images-amazon.com/images/I/51Z8tqGyt9L.jpg,Legally Correct Fairy Tales,Humor & Entertainment,Legally Correct Fairy Tales,David Fisher,1996,Warner Books,http://images.amazon.com/images/P/0446520756.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446520756.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446520756.01.LZZZZZZZ.jpg
1017,1017,393319261,0393319261.jpg,http://ecx.images-amazon.com/images/I/51JHFv5rnFL.jpg,Disorderly Conduct: Excerpts from Actual Cases,Humor & Entertainment,Disorderly Conduct: Excerpts from Actual Cases,Rodney R. Jones,1999,W.W. Norton &amp, Company,http://images.amazon.com/images/P/0393319261.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393319261.01.MZZZZZZZ.jpg
1018,1018,679768831,0679768831.jpg,http://ecx.images-amazon.com/images/I/51Zb0xYKdKL.jpg,O.J.'s Legal Pad:: What Is Really Going On in O.J. Simpson's Mind?,Humor & Entertainment,O.J.'s Legal Pad,Henry Beard,1995,Random House Inc,http://images.amazon.com/images/P/0679768831.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679768831.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679768831.01.LZZZZZZZ.jpg
1019,1019,813017173,0813017173.jpg,http://ecx.images-amazon.com/images/I/21VV46HW5ZL.jpg,Kick Ass: Selected Columns of Carl Hiaasen,Humor & Entertainment,Kick Ass: Selected Columns of Carl Hiaasen,Carl Hiaasen,1999,University Press of Florida,http://images.amazon.com/images/P/0813017173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0813017173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0813017173.01.LZZZZZZZ.jpg
1020,1020,811846660,0811846660.jpg,http://ecx.images-amazon.com/images/I/517JNKW12LL.jpg,"How to Be a Villain: Evil Laughs, Secret Lairs, Master Plans, and More!!!",Humor & Entertainment,"How to Be a Villain: Evil Laughs, Secret Lairs, Master Plans, and More!!!",Neil Zawacki,2003,Chronicle Books,http://images.amazon.com/images/P/0811846660.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811846660.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811846660.01.LZZZZZZZ.jpg
